p.geomean	stat.mean	p.val	q.val	set.size	HAART_32.signal	HAART_31.signal	HAART_30.signal	HAART_29.signal	HAART_28.signal	HAART_27.signal	HAART_26.signal	HAART_25.signal	HAART_24.signal	HAART_23.signal	HAART_22.signal	HAART_21.signal	HAART_20.signal	HAART_19.signal	HAART_18.signal	HAART_17.signal	HAART_16.signal	HAART_15.signal	HAART_14.signal	HAART_13.signal	HAART_12.signal	HAART_11.signal	HAART_10.signal	HAART_09.signal	HAART_08.signal	HAART_07.signal	HAART_06.signal	HAART_05.signal	HAART_04.signal	HAART_03.signal	HAART_02.signal	HAART_01.signal
MicroRNAs in cancer	0.173427940330018	-0.653589313080096	0.000120300032934038	0.000368060815048186	78	0.0653071026326337	0.0708716395994947	0.279221894954646	0.48870023687158	0.46523910614897	0.429452028616524	0.0746071773405916	0.146909076303438	0.298413924505361	0.178449549705595	0.126011944847118	0.286955428891162	0.356591232929918	0.18206950457022	0.422375575600332	0.774394911613974	0.125803344204129	0.0165422230473151	0.192582681829374	0.112796268217994	0.0637830269371643	0.0421159997593012	0.365671066290846	0.0293182666089455	0.758198417486238	0.604819467752222	0.649163770435353	0.743174900200115	0.510507316759278	0.0560316936516386	0.382157501338083	0.562399330973025
Inflammatory mediator regulation of TRP channels	0.142242867312053	-0.655487076270979	0.00013811374441929	0.000417590968420677	36	0.0233116754093235	0.0793144918067132	0.0165243119831755	0.274229939978886	0.722164573396477	0.614980476934421	0.00896413308102691	0.526609628806255	0.244214239839979	0.076053425797047	0.361182628050688	0.384554297452526	0.12087602492738	0.290810414968911	0.285005769692467	0.334087084751885	0.0805281857219035	0.0525782141440942	0.161093817435642	0.0559896172381764	0.0328528066255294	0.0320657114702736	0.744516409295227	0.0193127455529323	0.474489634323483	0.877992894650839	0.497560193131829	0.962872619673243	0.922064094634312	0.322855157750124	0.604789633066708	0.175816101748261
Thyroid hormone signaling pathway	0.148087564853261	-0.637328762316	0.000178617139804511	0.000533774475927435	57	0.0347371431405612	0.0836960216794004	0.0639311348447784	0.14451777419482	0.726747362504431	0.45312728931203	0.0251926001028717	0.366941043433647	0.0431140694400594	0.052406998608771	0.257217189745961	0.209516625789973	0.146864169238069	0.547974683838411	0.224253992786818	0.375164834420136	0.166210354548097	0.0919749570217347	0.28399977331548	0.0270426864423503	0.100865598136378	0.096889532056247	0.784209212578076	0.0417307033768264	0.420051191881421	0.806905511683305	0.572728098815627	0.9915388319117	0.964318490558534	0.0752764737362	0.387177548947801	0.211772122629743
Hedgehog signaling pathway	0.226870215258297	-0.646840240960823	0.000181826253805867	0.00053711893365641	14	0.156694000974631	0.173679422335665	0.372887609775503	0.220152245204633	0.249159150813949	0.337118343786323	0.200039043426802	0.565402112654345	0.14577682983163	0.0588326935052612	0.0718176204170729	0.085331419028178	0.333568142063226	0.343768448892499	0.221632206881908	0.501404351763678	0.133053285057856	0.227839765677369	0.208603964631022	0.205495699433119	0.341095911121141	0.142083046782224	0.23658173921685	0.343101399336447	0.399144469526971	0.399870926119104	0.442821600108654	0.622377398717927	0.6495305514595	0.205884160615313	0.158169594213212	0.334032570467563
Basal cell carcinoma	0.235469117949907	-0.629824092255348	0.000242804005283178	0.000704726903368804	17	0.450982643529699	0.30897122649077	0.480504817346385	0.334197550135465	0.24538799965914	0.204198229069368	0.315237597877322	0.29006542864945	0.405938383027421	0.327693079850363	0.213518845269738	0.046770371374324	0.481091162646161	0.337704211277468	0.302520512489895	0.395618088302819	0.16517762699788	0.439234350142391	0.369839821209241	0.413803321422091	0.57383538238568	0.289066046043302	0.274941031222098	0.376198006612579	0.0913679268339782	0.103378234339151	0.229737499922821	0.177126680763518	0.155516704200697	0.120025455784636	0.100368717076076	0.160257151871513
Proteasome	0.0982244770459537	-0.637615701647244	0.000244049394551843	0.000704726903368804	32	0.00717308943697037	0.0434082895077479	0.01279942115304	0.082077624585381	0.551865709896738	0.923830371657183	0.0407711889365871	0.647857500487593	0.49713350551806	0.0451366116560586	0.114541724319271	0.376929529381104	0.171751338797596	0.332734809963716	0.327332499684529	0.660998153887589	0.018788937164038	0.0249518796468163	0.168105865104653	0.0159058132368432	0.00881790855893273	0.0461170049253158	0.379310213767847	0.0367355996463915	0.202206908374792	0.993742462918769	0.650015456615238	0.996002771476666	0.989742990312628	0.290735946740246	0.515877854262052	0.236905170140305
Systemic lupus erythematosus	0.0757311376213929	-0.626410870206932	0.000264753411683089	0.000752530116795109	48	0.0430745629234732	0.238265662255978	0.0115393988713846	0.0350222617435827	0.741652742350819	0.957913287070621	0.0183124095025004	0.0476091540896815	0.078283900251013	0.0299831199509402	0.250346267519426	0.176352171407062	0.308280556351243	0.708656063998695	0.0400195700292814	0.00722794669540121	0.0567557976877218	0.0315553345435488	0.297286715767868	0.138916487218688	0.0282155398844415	0.0207916126263987	0.906707717728993	0.034430302071079	0.697032532745625	0.999649624726976	0.639252648889679	0.992902933600194	0.962668674859083	0.201475205796601	0.456097866617708	0.23951283783763
Proteoglycans in cancer	0.151507514539549	-0.616692625872428	0.000266460080265972	0.000752530116795109	91	0.0612176072032403	0.0893220313469763	0.0722847266795031	0.3757920085778	0.629545745457	0.482033011074286	0.0202141495720032	0.194064128793857	0.12282596111478	0.0925631471342904	0.462874343917996	0.293661288345587	0.587577352574772	0.389068061794623	0.416699622429385	0.208264967125864	0.0933120803048804	0.0354520181969789	0.0826436132645978	0.116881047535177	0.104411569363211	0.0288570925492935	0.517728890251332	0.043048609475611	0.308757155888092	0.762155843723657	0.626113279685916	0.964783004811436	0.903135854268549	0.105847340247838	0.586073723756771	0.429605355052215
Vibrio cholerae infection	0.180409318443311	-0.622847198181971	0.000273295973525626	0.000763446360827021	28	0.0386698147028711	0.129355883622474	0.112658216773662	0.117130011554602	0.593538800838423	0.925172472949389	0.0351270627561844	0.361899580716545	0.257400878670684	0.208682414877099	0.112668971191927	0.211044667045371	0.198530234581267	0.614272158513323	0.252902511520603	0.345218172411938	0.0726099886694659	0.0596783981755298	0.223400880335647	0.0677800256756526	0.014316945545155	0.0789609995981235	0.7542711328672	0.0399352123508053	0.262948961816252	0.901887655017848	0.672316155662022	0.846756741495669	0.803645163646653	0.228197259139122	0.378584301972565	0.251630592823937
Prolactin signaling pathway	0.232942959232988	-0.61041896223757	0.000321232560095145	0.00088770718219841	33	0.227710554871433	0.18209006177717	0.191014624852387	0.41043247710153	0.334681839484263	0.250919299357955	0.167869711514627	0.354252063374479	0.301805587630992	0.200402717019391	0.33558671818183	0.241044800206937	0.197889202979236	0.196634358305687	0.259839883539283	0.293622642007617	0.319155614980206	0.287302004547295	0.225038086646336	0.159535717351966	0.209547078219504	0.180631250341143	0.409033641851789	0.108800882696513	0.175066641834711	0.538273298675926	0.322638017617772	0.633621584747405	0.530867975451768	0.232041568184163	0.444142469780116	0.153439664145379
Hepatocellular carcinoma	0.188867145350831	-0.599733793860358	0.000375770507449896	0.00102737255760238	68	0.0887805096793915	0.151260562118235	0.0864806186548129	0.22407590874414	0.871858979223148	0.685278595627642	0.093921736670134	0.605089940096273	0.153602533567753	0.114588289444391	0.289645811122387	0.226754972690104	0.393298897103366	0.531750894841222	0.174830056634139	0.289713426839086	0.0501187280060901	0.0697164658438811	0.170556502969514	0.0320229961967736	0.0498044616306435	0.127679237316469	0.438893475510006	0.0420215801514382	0.312323806253378	0.735720684998181	0.484834387902102	0.948501416594277	0.92480005911775	0.115731793116738	0.256046280897262	0.257610228209868
Type II diabetes mellitus	0.252186074718811	-0.584803700832185	0.000575736416365453	0.00154248311592444	18	0.367151580305337	0.332770423761293	0.457541545245337	0.196573160826006	0.168086624681915	0.0823949337457457	0.429494678167358	0.60939914478372	0.279747426427824	0.56298753989129	0.381705786797952	0.218490323163463	0.209235114652297	0.227016767463353	0.399405495446947	0.269438642883534	0.309704317969703	0.406522996739323	0.368595039908669	0.488893514377494	0.560893772646013	0.389575643766247	0.195875320866278	0.287093975531754	0.121704295776741	0.122948635543069	0.288072586942256	0.197578969875908	0.161485085177769	0.141962907651703	0.182654012748517	0.12897635000058
Circadian rhythm	0.245501414585542	-0.592319890385681	0.00058135762088093	0.00154248311592444	11	0.254761729131381	0.0971206030820295	0.281483158263904	0.115776408857134	0.210738966758984	0.424415758002667	0.259647484232471	0.500189324081427	0.275013609784115	0.135603914416824	0.233077019989507	0.333907716858917	0.146371586027627	0.452349122415548	0.0971175471916686	0.284947447744389	0.130519146954693	0.35486186238668	0.188567029197131	0.297845997870148	0.272205639587024	0.321468153642896	0.181831215081794	0.292642862934808	0.306601297640868	0.549932591678344	0.22739937201888	0.761267411588439	0.681372337669428	0.196446656304912	0.32503128556572	0.337139397369651
Autophagy	0.216901216930378	-0.577681324149468	0.000582182343364478	0.00154248311592444	60	0.181102487312412	0.200754890339133	0.113912916996581	0.195847561368053	0.420617426575245	0.478749718125891	0.0997863740258411	0.540085461346993	0.120887507066645	0.130985133912442	0.212960128893668	0.270735871339599	0.151612665102439	0.448105425505349	0.302638590841361	0.231076735867489	0.0930412337516552	0.132095683704454	0.208925657114314	0.119616518836312	0.134041397196649	0.247104170505295	0.496191873741912	0.141106208556258	0.40594153700874	0.595424491541988	0.531310445390652	0.929204042373762	0.863590944712227	0.161230448946505	0.321472575665631	0.182843272168874
Serotonergic synapse	0.25476575147459	-0.571630817454849	0.000678724251630772	0.00176403466274877	30	0.260081971462888	0.191518161233079	0.242885648139935	0.312286183993892	0.171007883834939	0.265083595296905	0.269797154610418	0.171209658179845	0.327155981902395	0.209238966704834	0.289940965074059	0.205991768821058	0.302324605685443	0.404676255203025	0.11881296230043	0.0709684382210065	0.327155498033243	0.32415469397392	0.128680152441462	0.364597137378917	0.268000033555142	0.241810899233056	0.375257700562244	0.343795221763378	0.36360695945888	0.544666363585054	0.383063523697749	0.509654689609094	0.448744363748421	0.397250431951621	0.391375837246321	0.260130819929587
mRNA surveillance pathway	0.205458614826447	-0.57161506619094	0.000679530862304003	0.00176403466274877	49	0.100720202440806	0.157522239098306	0.278548445158026	0.125176320725927	0.417741005417102	0.219660808941312	0.130617074862762	0.278188819297647	0.106323784939965	0.104591738668721	0.139511091460161	0.275489226235883	0.377917172126936	0.636174918224399	0.432264993327153	0.275379568625351	0.0985020063069175	0.214925209469003	0.194101229392918	0.26920785787794	0.265906989412181	0.217136274839121	0.269724194903332	0.18179204509787	0.53201236093256	0.52554117342264	0.299343101217854	0.700500297048159	0.864219377337724	0.184936215182674	0.540063494847533	0.323495284222205
Oxidative phosphorylation	0.101958346108272	-0.570234085423448	0.000724082641203788	0.00186089238789374	60	0.00563581851423443	0.131816232159155	0.0370791383015641	0.0249621380288452	0.789937185942604	0.949000809134079	0.0625541451642093	0.807323133422193	0.275138855319011	0.0307889310516482	0.121772075108529	0.2251446278035	0.154610924077019	0.189878165349582	0.34898231707662	0.658507142059631	0.0431273191517553	0.0817823770878371	0.105646920900508	0.0194464611980143	0.0018287982948834	0.16671563057348	0.36476461878754	0.047210138123593	0.131081584127124	0.998388752099242	0.780354178197298	0.998948236274679	0.994431705220598	0.511340142158467	0.218983749411441	0.100328763579016
Non-small cell lung cancer	0.223482349496962	-0.567719574209106	0.000740533532270256	0.00188432789894511	37	0.169435549630562	0.189427669080246	0.175451250083333	0.29611413119161	0.513404569109541	0.479038853554547	0.201899167577932	0.634081554919051	0.169894388505801	0.110595053809604	0.442609621998896	0.33873579122652	0.178939486094249	0.310794047492448	0.216148762973726	0.404134669358854	0.149988141957434	0.147826253691043	0.193364823214088	0.0688695747765631	0.102728792076076	0.149085261311234	0.504468553668126	0.0558028503797848	0.255375538518669	0.545979855221524	0.475825463553573	0.929599490686807	0.886026797417184	0.160148697877522	0.347783200964283	0.0874713914832932
Melanogenesis	0.179344756420131	-0.566245843755019	0.000814242094738455	0.00205157076811552	32	0.110870154350309	0.125001660750443	0.105609421830389	0.525360788720584	0.792083118401967	0.323284634084252	0.0427452247774395	0.290871673623615	0.25275791359889	0.147847897920353	0.197958354042656	0.183307911529	0.565696995546361	0.441469228588324	0.34893167169473	0.326432875998008	0.0393381559319569	0.086540800914218	0.263120312725544	0.0928884609972571	0.121627039756828	0.128393352951687	0.785478573109306	0.0939843834589966	0.288768670609671	0.525357189805002	0.467887530615832	0.916395040627088	0.858509430059925	0.103394935115013	0.415284707308996	0.28566677077418
Toxoplasmosis	0.206260153265841	-0.560439790317855	0.000830348420635782	0.00207184023401355	59	0.151935039763573	0.210656766466269	0.0703984878220058	0.335958654645104	0.305052147315111	0.347920336228887	0.132971146421865	0.398542262323175	0.283435926322218	0.116422492582791	0.295205987970396	0.453073545169397	0.149874399035149	0.238907499371401	0.16226821780316	0.201595309727417	0.270046876836121	0.1653992316538	0.180007049275014	0.144924567541808	0.228120076208905	0.135255438661141	0.558488532633224	0.119507261947401	0.229996524048655	0.828765982599621	0.286115254914775	0.922636160908362	0.66136286625752	0.406358568100315	0.528481786187065	0.246579382793629
Signaling pathways regulating pluripotency of stem cells	0.252173182617791	-0.555473552656565	0.000914565406579887	0.00226003182202914	39	0.374801246567292	0.226461839965117	0.271927532989361	0.438177936209863	0.545414236188605	0.186883262342785	0.194960667175113	0.135556928072837	0.329722120152582	0.277744102039273	0.405975345049366	0.18127755986188	0.43670238046744	0.316635434100563	0.389956783881431	0.192920554656331	0.394406780942164	0.315932092692172	0.293033878524278	0.319865572106633	0.351357882299944	0.126707234747554	0.354873519218931	0.187880732092856	0.199817470392855	0.226053088694607	0.239237819699602	0.620299901282602	0.559814183842794	0.101219099940314	0.331895801620265	0.157667678452193
Tight junction	0.196950857076792	-0.533990541104621	0.00136062296563602	0.00333028668731863	70	0.0461006493503317	0.112041801861833	0.17785361879673	0.0895959480489246	0.624453685974564	0.868530179592284	0.0772580623883291	0.597599107536839	0.221626006089858	0.0482232428900265	0.467384848217423	0.360930255819013	0.268502121887576	0.505871083698194	0.242423857067507	0.636328840728844	0.0516269825405107	0.128743644012545	0.213470498977636	0.0218979263684826	0.0190811218243952	0.202250923096561	0.504444304484162	0.0589629280363561	0.336447675345925	0.862434069682702	0.480274277659788	0.955550156113673	0.777574120695482	0.225747331629589	0.391201822477091	0.399072333735502
Insulin resistance	0.251429312357728	-0.510611758161932	0.0020873503286751	0.00506083994782547	43	0.210466422744071	0.238493769390603	0.239254039029493	0.41606538627826	0.607473344421685	0.444439727873008	0.183662474932464	0.302991623189005	0.204533293390506	0.311974645958315	0.394428579600857	0.425522275519008	0.204134605580248	0.278452392578397	0.476376278777766	0.254778170138897	0.254571418222831	0.150146977859832	0.147636977479309	0.159072397383384	0.337610229695215	0.22689376541868	0.344055063159855	0.0569824956879647	0.298571319031928	0.439332736214511	0.294499785147182	0.825708849292373	0.524418746421146	0.23527153676659	0.367604155829253	0.342468433069946
mTOR signaling pathway	0.246348467136794	-0.506758919445267	0.0021930872987261	0.00526750874553838	65	0.367869208319615	0.347425626036737	0.641367890075002	0.500128322934351	0.654479691124622	0.327580295169208	0.141610866464107	0.248542379855164	0.241402519367766	0.273904447313178	0.340054050470648	0.115441456843643	0.3225022689545	0.172603423552606	0.453716297871621	0.286642961846889	0.134334224109784	0.182932305646648	0.33983477787323	0.310236866996064	0.240739413765492	0.247022815787987	0.277659096774682	0.142717530476817	0.165736790844536	0.219886393655651	0.364601277061019	0.610014327791412	0.646510946132975	0.208471809843362	0.399149106189843	0.314234509502103
Pancreatic cancer	0.210034798607849	-0.491796349928657	0.00296471627443191	0.00704234032286479	37	0.123698547499083	0.129126166621955	0.0623025347513766	0.203344107316772	0.738691420962053	0.674481763126532	0.150540459727205	0.710742091350098	0.239055330426733	0.109899141586398	0.534597254336825	0.338529040187541	0.207825478093422	0.448340316139406	0.322440257651723	0.446669681288219	0.161478237964843	0.0883596421715353	0.0990307281184579	0.0203027523271255	0.0423431008398996	0.0787399939096722	0.34506754873225	0.100348618538519	0.426444708907658	0.675545401697797	0.554775858361746	0.991319411345373	0.965990193819631	0.145023320987631	0.41845061733698	0.281334583950409
RIG-I-like receptor signaling pathway	0.283386813671244	-0.490838700630557	0.00298682916417223	0.00704234032286479	28	0.211056639270331	0.169478789353707	0.147900261952689	0.248754712658438	0.366895397521555	0.0902417446763907	0.106699663690885	0.374040279953949	0.306882415262005	0.19607865360596	0.37731993020528	0.245562018386006	0.227523777912447	0.233917786581896	0.415257210277617	0.302060818829506	0.211283412622462	0.506332114217747	0.38387240472247	0.417043063086772	0.451268154443057	0.252722848412817	0.376228507426752	0.364191675206602	0.359003334502222	0.463002195367099	0.445991243851914	0.705581292083869	0.553892165744574	0.326112695697512	0.358373619386478	0.215340937909573
Amoebiasis	0.271500139918617	-0.486947979682978	0.00322175650954452	0.00752719475411764	28	0.324197168972861	0.301550125886934	0.328302774330113	0.417305381470719	0.331060398179699	0.540358672870557	0.0752108939994494	0.495043348223077	0.370367611701977	0.16982612861119	0.467291687842111	0.228796194066643	0.276189520247502	0.511771615428943	0.270700338242571	0.27789011071737	0.313769620749649	0.197300153863383	0.216754510233625	0.153233165671617	0.225778911818665	0.228881380937018	0.517410914325744	0.133094146248941	0.283877428162984	0.544162652002281	0.45299498713927	0.837898841709019	0.526542817066537	0.0904382402383625	0.312549045206897	0.144180757348964
Long-term depression	0.263687624082827	-0.48229231089375	0.00369712085877139	0.00856000054688511	18	0.222308094460686	0.16371888451058	0.232838968420474	0.297383681641467	0.580143801721844	0.511768715795518	0.12721147641875	0.221402038387694	0.16314786428025	0.13912983821788	0.345063553781173	0.390841099707714	0.333663044239713	0.357643389867924	0.399960464067177	0.210402596803129	0.279773877791445	0.213820148116298	0.196374008766807	0.179049223587774	0.16183162411529	0.282757257520159	0.678952233443877	0.106508561161797	0.347728060255637	0.637278695690553	0.311837698460649	0.824086241926254	0.72684143086162	0.27988311039093	0.406954594043843	0.284617944347102
Ribosome biogenesis in eukaryotes	0.219923389991065	-0.478840912949626	0.00379199455451785	0.008701273218849	37	0.164291928365622	0.104285734316291	0.0415168883384634	0.146475042116433	0.613297707606512	0.456097111161406	0.297202298139876	0.314891072497957	0.194499693444785	0.135793108535364	0.17954224509017	0.39679269550601	0.520630362066004	0.535738474923103	0.381609479794062	0.289683249735922	0.215247333086	0.262738848338663	0.211792979882289	0.101578461368037	0.114360944412078	0.156826827392146	0.322356013133839	0.172927150324565	0.578335174789191	0.739406002104692	0.509859822776551	0.809216003790556	0.86712422020043	0.321180629358438	0.323267609963559	0.416178330221331
Morphine addiction	0.272911577399439	-0.47134873478043	0.0042009307831339	0.00955432930323373	24	0.202852095660139	0.242246094340834	0.251900673124462	0.174587006557385	0.27812659769417	0.420752533818507	0.198938326316385	0.422519419978092	0.190011897132519	0.239811598045053	0.211543799874273	0.202187407947917	0.390415105045233	0.374994080632883	0.290706062017454	0.309617058865756	0.150440537420696	0.283904438841547	0.355684152018035	0.245449865778684	0.236114638276186	0.0600319101978312	0.400676688801105	0.241752976993171	0.489046218132684	0.480030411483466	0.868933677427496	0.775124332807889	0.88252715248966	0.163429242765474	0.342629124024653	0.214644152742277
Longevity regulating pathway	0.27863618856821	-0.459957069143317	0.00485779825517289	0.0109513522068371	49	0.206114904003753	0.25960124932921	0.283130579427069	0.502133610859181	0.577251169450908	0.206926821221228	0.14273910302626	0.417838877890569	0.161713072828689	0.250743815986781	0.27518007831905	0.290705188339961	0.278656776467652	0.306130280948526	0.31010194373486	0.268404165709004	0.245522269872584	0.208274944473575	0.160446673608296	0.10204668300495	0.147570524976209	0.366632012177762	0.346442703205423	0.119156448891568	0.544051882002847	0.332378330224762	0.414592831567223	0.707232752065703	0.711317269154136	0.606304722245511	0.692520449450063	0.384707297333163
Glutamatergic synapse	0.289348715964897	-0.446032786710066	0.00621043014760541	0.0138789612863878	28	0.122920341768331	0.270381541205976	0.143170214502378	0.285866893459865	0.270640493403082	0.354363313230358	0.167658326111193	0.365577834768364	0.282945974252165	0.148622519262096	0.2524888871497	0.214313480671065	0.242798164226167	0.385082405637659	0.191951311010793	0.429794817986198	0.247017751771427	0.334929980225105	0.225216100609927	0.365458845842497	0.452091727028144	0.217187911723301	0.625491602299073	0.213807486848482	0.63412913281974	0.530130974010213	0.861257762339734	0.789033089615579	0.657819148245359	0.22416567637291	0.230599737019073	0.166184062984481
Central carbon metabolism in cancer	0.27315795401181	-0.429343425706206	0.00816585107358895	0.0180915838440721	31	0.259521584717307	0.293379001402744	0.193637903309346	0.199249600464614	0.596891158182676	0.259899302877717	0.243330983989972	0.462499632866286	0.216710269939886	0.243227373401495	0.19832909230348	0.313524823971166	0.181833783469236	0.192268413083385	0.49415324058998	0.631310843377282	0.370835956225661	0.324868077234338	0.686352580969025	0.252752877811376	0.23775618984041	0.206323188189405	0.217735676397815	0.142632496835147	0.262982959960542	0.587916529229263	0.409867290151312	0.741742189650768	0.730887349800512	0.254256523279359	0.353312643324741	0.318987283548966
Prion diseases	0.275213455680512	-0.429803534315565	0.00910806811767103	0.0200066111644569	15	0.242372439097248	0.345898740171761	0.0828868872089639	0.376884734781734	0.565138268541985	0.486803118961266	0.125250397283705	0.405638199743237	0.340619747299195	0.189375318342607	0.248321297453984	0.369479126374932	0.4179367858776	0.478434150945001	0.365593624489067	0.307862859951449	0.342860205569913	0.287692442066902	0.285894658108875	0.156322217421454	0.138779015049035	0.239143722327612	0.557950720893157	0.133027259980082	0.501665142416019	0.515731113163101	0.244982761854112	0.834168819911723	0.649684373331689	0.0999397853609084	0.397453732556429	0.594841489363941
Bacterial invasion of epithelial cells	0.171045681359362	-0.422786648717329	0.00941016080904426	0.0204950112535964	34	0.0365499782314973	0.167525839594709	0.123107007978843	0.292418722257253	0.748533384272223	0.84669465410281	0.0497254842431793	0.639907212704359	0.274305916550259	0.188862384915963	0.373237210464045	0.492336029760207	0.335777471389071	0.551883959419581	0.307422284724852	0.345168880982716	0.0647901188032973	0.0285847604102346	0.228954978270884	0.0307789628020126	0.0185214528805293	0.0627337242430743	0.802145078018327	0.0200134741777531	0.306384458342019	0.944689445552312	0.696726060258248	0.997171319074718	0.953915562512734	0.0604798912306581	0.591513731544234	0.46239605065832
Cell cycle	0.213666209628867	-0.407888252045382	0.011231177259055	0.0242555676939256	61	0.132535590882801	0.125577348396555	0.401835301708144	0.365607105834135	0.751771760212042	0.664785932409743	0.160555433471131	0.374237233180246	0.398038644794858	0.10073599395208	0.423387678637098	0.575027299017548	0.54997701838896	0.557098842373863	0.405392422937249	0.822848142655014	0.0757791173648971	0.0385325420515677	0.182929189487931	0.00396737794921953	0.0264908624931447	0.132222597183056	0.568803296281703	0.0563764531336135	0.447329771339344	0.804316138266753	0.409938942199975	0.951113692076004	0.961804671236551	0.212553573577166	0.234762616106009	0.32792814867063
Ferroptosis	0.267791467092859	-0.402872002249759	0.0123693738499308	0.0264910756619352	21	0.195038080384338	0.178950058023916	0.138427168192607	0.156442175657892	0.512409435400359	0.68364292789308	0.166321124503142	0.435239018394177	0.237437435750573	0.189851184359786	0.254358904501522	0.396029287947356	0.40491036466223	0.613856214749694	0.404515283951375	0.543418395062151	0.339680177413147	0.219415763657123	0.204355235277116	0.203808420256629	0.172366352780515	0.268691320031375	0.318179215764836	0.191670141262679	0.368119076324653	0.706902704199265	0.372146217429235	0.849397998420675	0.902681432302543	0.182109077934338	0.292696936005876	0.269639830141928
GABAergic synapse	0.301597613561377	-0.399935658023065	0.0127194709298646	0.0270129126963098	27	0.292414930907918	0.292509681121144	0.267686930385767	0.295781110188225	0.153555264319635	0.415407067037382	0.271290388567258	0.530246463313005	0.156753644400197	0.205153732958735	0.40217379118081	0.322664947313191	0.370717105323342	0.321153502022516	0.189084203684932	0.47735340548987	0.153906564582171	0.329338305471307	0.202173358724386	0.252650879509193	0.321489462804394	0.208679328881549	0.485073905542374	0.367305978015318	0.578000165706321	0.446951445510215	0.73423121934152	0.731277461548577	0.625801839763004	0.353881985208095	0.390440553755071	0.237745286834801
Aldosterone-regulated sodium reabsorption	0.296591661592688	-0.40246563561262	0.0128232503850187	0.0270129126963098	17	0.327985808820729	0.489544411918448	0.412252020407474	0.233389061873251	0.387215326397928	0.151782631757133	0.374509490551911	0.745225089300313	0.432004231155631	0.510648514985226	0.652476423076949	0.335581616438911	0.117868746437261	0.228914896025437	0.206507226866212	0.199347786139923	0.318394215669013	0.491122108533652	0.444127508242467	0.157246221276867	0.246582814660683	0.260984161607226	0.56762244082966	0.37938682121632	0.250986148565897	0.262554074093955	0.712323788288249	0.529669869695674	0.477601311809531	0.207944367517293	0.213020072401174	0.154466083280171
Glioma	0.232099251471283	-0.391136901250326	0.0146978921120097	0.0307102298600528	36	0.175221575306797	0.14352211364914	0.155339105019942	0.442037536514982	0.789343141452639	0.591288412899593	0.112034408592716	0.447286792987658	0.347206209217211	0.166548885993566	0.381590188528873	0.424963196211776	0.35538821861205	0.245648293609154	0.264153184974519	0.424789206388847	0.208629778243375	0.0936560271100138	0.255206426306678	0.0907321285889144	0.0684961731729973	0.0839990646359901	0.54023729410956	0.0411444560836227	0.471480402890963	0.876584444208056	0.64355074880634	0.927565538790488	0.934982278462463	0.243302728091829	0.547646506646792	0.365641101324144
Phospholipase D signaling pathway	0.281415042106032	-0.370088861977927	0.0188095717704333	0.0389843543951723	54	0.249601481277131	0.2273779313774	0.205176127391562	0.53730066160865	0.544840643256451	0.765710266038826	0.17544312950697	0.325192253877092	0.326006400422081	0.32434520295658	0.252274458509283	0.214789075954525	0.297157905823511	0.265716579334096	0.170388077393699	0.474382593313064	0.359913278828681	0.311114418133379	0.353798335430072	0.145930327694239	0.282914853778101	0.170520209943025	0.663669786106667	0.112507923885992	0.421674314269434	0.61498833014435	0.433280250727321	0.857080466253169	0.811490932326926	0.215688547923188	0.342225397790147	0.272143138677917
Retrograde endocannabinoid signaling	0.267678033727646	-0.33277448552255	0.0304047681466613	0.0625122033095356	49	0.0776858496839493	0.188063604731403	0.0311689049116853	0.140075237767874	0.367230376395505	0.82553651004644	0.224702808530928	0.911980850999166	0.408351658761486	0.0812593534319423	0.293377727103859	0.430153326447147	0.367810641876606	0.223026603134141	0.248216487087797	0.396743040939881	0.184362876924604	0.254938459892651	0.228366290634998	0.157651146420052	0.0784953954092957	0.180084777896479	0.550539642272009	0.141652345894293	0.33593679732633	0.942755493116278	0.782953767147241	0.989289646355521	0.908742995768115	0.606714107522932	0.381848704384955	0.131589042292738
Regulation of lipolysis in adipocytes	0.305722003148615	-0.334600045080398	0.0318298607755427	0.0649228112644007	19	0.266228066026118	0.203701112309432	0.299711083526475	0.435939307784461	0.633493225067768	0.562162539698649	0.193176475470096	0.482719780482863	0.323323225333918	0.336233459781817	0.405897167621662	0.222530496703296	0.218751980402711	0.49485947209173	0.222069106152021	0.286073145377284	0.375457578132985	0.405994355389415	0.112219038892549	0.154079894951767	0.246719491864079	0.313825243007377	0.570481326521423	0.18728139292611	0.432974872643179	0.574096719380305	0.51930419864836	0.779576657697832	0.805055336926403	0.32408134962068	0.599380983312515	0.223538707365193
Adipocytokine signaling pathway	0.343039083176015	-0.327993325466923	0.0327321536546035	0.0659931523931359	31	0.420618750526534	0.390556135566695	0.244831147817009	0.21910245556225	0.20664432047775	0.496563250376171	0.382745998650026	0.391706590344558	0.23518028968642	0.379086845670158	0.219432712857537	0.391051319103035	0.210149132925957	0.325339337497184	0.160650952172712	0.278794154942563	0.37967186545645	0.519010051975286	0.493285655287721	0.218354807395294	0.486136313881978	0.540716128818865	0.239620626434061	0.516279299576221	0.413633740777003	0.399212193540776	0.38816846249766	0.795064058777208	0.3563224790916	0.647714422913567	0.461651582621365	0.313016156448582
